artists,track_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Exhumed,Buried to Die,0.446,0.915,11,-6.38,0.0763,5.59e-06,0.804,0.141,0.304,110.125,grindcore
Napalm Death,Just Rewards,0.29,0.989,1,-5.762,0.176,0.000101,0.683,0.0594,0.0405,85.944,grindcore
Caninus,Brindle Brickheads (Unprecedented Ferocity),0.281,0.935,1,-4.437,0.0851,0.000491,0.267,0.144,0.297,156.74,grindcore
Pig Destroyer,Oven,0.387,0.554,10,-6.597,0.234,3.78e-05,0.282,0.126,0.419,180.369,grindcore
Napalm Death,Fallacy Dominion,0.203,0.99,10,-4.039,0.125,4.46e-06,0.826,0.233,0.241,117.848,grindcore
The Red Chord,Love On The Concrete,0.416,0.912,10,-5.188,0.133,4.42e-05,3.73e-05,0.0826,0.352,115.611,grindcore
Exhumed,Deadest of the Dead,0.194,0.915,1,-7.519,0.142,2.14e-06,0.936,0.175,0.0686,159.232,grindcore
Napalm Death,Suffer the Children,0.272,0.967,6,-8.06,0.161,5.62e-06,0.874,0.292,0.445,149.285,grindcore
Napalm Death,Blunt Against the Cutting Edge,0.199,0.998,6,-4.425,0.162,2.6e-05,0.00682,0.0419,0.038,107.331,grindcore
Mortician,Blood Harvest,0.218,0.657,10,-9.335,0.0345,0.000121,0.215,0.467,0.0655,129.811,grindcore
Exhumed,Shattered Sanity,0.405,0.974,4,-3.855,0.134,1.38e-05,0.175,0.306,0.0655,104.747,grindcore
Napalm Death,Judicial Slime,0.221,0.992,10,-4.898,0.151,3.49e-06,0.207,0.304,0.117,98.179,grindcore
Napalm Death,Cause And Effect (Part 2),0.244,0.959,8,-11.897,0.0967,4.29e-06,0.51,0.103,0.0953,106.223,grindcore
Exhumed,Blazing Corpse,0.181,0.935,1,-7.028,0.116,2.26e-06,0.946,0.131,0.22,101.11,grindcore
Napalm Death,Instruments of Persuasion,0.226,0.996,0,-4.147,0.215,1.56e-05,0.252,0.181,0.0643,130.313,grindcore
Anaal Nathrakh,Feeding The Beast,0.281,0.774,6,-1.572,0.109,5.3e-06,0.953,0.348,0.151,125.022,grindcore
Pig Destroyer,Elfin,0.313,0.919,10,-5.822,0.0949,1.01e-05,0.497,0.538,0.22,133.896,grindcore
Napalm Death,Inner Incineration,0.336,0.978,1,-7.955,0.145,3.51e-06,0.935,0.153,0.445,94.611,grindcore
Pig Destroyer,Under the Fingernails,0.297,0.942,8,-6.285,0.163,1.19e-06,0.241,0.0731,0.272,93.202,grindcore
Pig Destroyer,Tickets to the Car Crash (Remix),0.144,0.958,10,-3.6,0.213,0.000156,0.28,0.569,0.0573,176.353,grindcore
Pig Destroyer,Snuff Film at Eleven (Remix),0.367,0.975,1,-4.361,0.231,2.01e-06,0.0823,0.0905,0.315,115.516,grindcore
Pig Destroyer,Fuck You up and Get High,0.243,0.995,1,-1.808,0.148,9.76e-05,0.0323,0.137,0.114,152.846,grindcore
Mortician,Intro / Defiler of the Dead,0.242,0.644,1,-11.98,0.101,0.00474,0.928,0.349,0.11,122.843,grindcore
Vermin Womb,Inner World,0.272,0.93,10,-4.225,0.216,5.28e-06,0.517,0.124,0.263,112.848,grindcore
Napalm Death,Nazi Punks Fuck Off,0.261,0.977,5,-5.878,0.0886,0.000152,0.00165,0.0769,0.316,95.847,grindcore
Make Them Die Slowly,Murder Night,0.357,0.808,11,-4.974,0.0686,1.65e-06,0.82,0.153,0.252,114.879,grindcore
Full Of Hell,Fox Womb,0.211,0.702,4,-7.626,0.0887,0.000235,0.751,0.766,0.0442,109.287,grindcore
Vermin Womb,Cancer,0.304,0.978,11,-4.753,0.101,6.37e-06,0.577,0.176,0.21,132.109,grindcore
No/Más,Mal De Ojo,0.289,0.974,10,-3.39,0.202,2.73e-06,0.0241,0.278,0.17,122.344,grindcore
Full Of Hell,Barb and Sap,0.198,0.971,7,-5.279,0.139,0.00122,0.865,0.387,0.0381,72.767,grindcore
disrupt,Give It Back,0.305,0.994,6,-4.782,0.124,5.35e-06,0.0362,0.137,0.246,107.307,grindcore
disrupt,Equalize,0.274,0.994,1,-4.329,0.226,2.05e-06,0.76,0.311,0.144,128.492,grindcore
Mortician,Human Beasts,0.418,0.831,11,-11.414,0.14,0.00305,0.953,0.358,0.144,114.97,grindcore
disrupt,Deprived,0.486,0.988,8,-4.984,0.0973,4.94e-06,0.000652,0.272,0.475,116.21,grindcore
disrupt,No Values,0.252,0.994,9,-4.424,0.117,1.65e-05,0.000289,0.722,0.298,135.189,grindcore
Full Of Hell,Dichotomy,0.238,0.625,6,-10.356,0.0606,0.000708,0.924,0.379,0.0868,64.455,grindcore
disrupt,Exorbitant Prices Must Diminish,0.201,0.987,9,-5.414,0.0842,2.94e-06,0.0385,0.0888,0.305,111.63,grindcore
Mortician,Domain of Death,0.365,0.63,10,-14.599,0.135,0.00605,0.824,0.651,0.474,125.24,grindcore
Wormrot,Fuck... I'm Drunk - 2008 Dead EP,0.163,0.939,10,-3.38,0.071,2.5e-06,0.887,0.0633,0.0678,90.115,grindcore
Full Of Hell,High Fells,0.169,0.724,5,-3.885,0.0585,2.83e-06,0.739,0.446,0.181,119.21,grindcore
Napalm Death,Display To Me...,0.243,0.875,2,-13.989,0.0652,1.48e-06,0.944,0.191,0.498,106.785,grindcore
Napalm Death,Musclehead,0.254,0.928,1,-7.543,0.0768,1.43e-06,0.966,0.2,0.454,106.79,grindcore
Mortician,Rampage,0.406,0.926,8,-10.141,0.12,9.37e-06,0.597,0.239,0.222,124.432,grindcore
Napalm Death,Worlds Apart,0.18,0.862,6,-9.619,0.0972,1.11e-06,0.942,0.262,0.135,104.7,grindcore
Napalm Death,The Missing Link,0.245,0.921,1,-12.764,0.161,1.18e-05,0.891,0.148,0.0929,116.678,grindcore
Napalm Death,Inconceivable?,0.181,0.862,1,-12.029,0.0676,1.92e-05,0.901,0.305,0.355,110.748,grindcore
Napalm Death,Lucid Fairytale,0.23,0.988,3,-5.06,0.0948,1.1e-06,0.715,0.0374,0.451,109.766,grindcore
Mortician,Brood of Evil,0.189,0.692,10,-13.268,0.0895,0.00212,0.822,0.235,0.0374,124.485,grindcore
Napalm Death,Mechanics of Deceit,0.387,0.998,2,-4.676,0.137,2.82e-05,1.31e-05,0.327,0.0582,103.344,grindcore
Napalm Death,Climate Controllers,0.302,0.994,1,-4.119,0.141,1.35e-05,0.689,0.305,0.156,111.05,grindcore
Napalm Death,Eyes Right Out,0.306,0.986,6,-3.876,0.114,4.5e-06,0.768,0.183,0.138,95.389,grindcore
Mortician,Claws Of Death,0.419,0.694,11,-11.148,0.369,0.00969,0.879,0.169,0.154,123.351,grindcore
Napalm Death,Rabid Wolves (For Christ),0.209,0.996,2,-5.356,0.146,4.23e-06,0.831,0.738,0.0354,108.76,grindcore
Napalm Death,Shattered Existence,0.266,0.995,1,-4.392,0.16,6.83e-06,0.825,0.156,0.127,94.052,grindcore
Napalm Death,Got Time To Kill,0.278,0.955,11,-10.351,0.091,1.93e-05,0.0141,0.213,0.102,106.132,grindcore
Mortician,Extra Uterine Pregnancy,0.172,0.747,10,-13.457,0.0489,2.75e-05,0.896,0.52,0.373,110.922,grindcore
Mortician,Devoured Alive,0.235,0.933,9,-10.77,0.354,0.00461,0.813,0.377,0.0653,125.227,grindcore
Napalm Death,The Great and the Good,0.288,0.986,5,-4.661,0.193,1.08e-05,0.074,0.747,0.0441,107.41,grindcore
Napalm Death,Malicious Intent,0.352,0.969,3,-7.501,0.171,1.59e-05,0.863,0.238,0.376,110.931,grindcore
Full Of Hell,The White Mare,0.158,0.843,4,-4.774,0.219,0.0158,0.7,0.332,0.0335,61.776,grindcore
Full Of Hell,Affirmation of Nothing,0.134,0.729,5,-4.355,0.0491,4.36e-06,0.852,0.335,0.303,91.775,grindcore
Full Of Hell,The Oars Are Broken,0.169,0.76,5,-5.083,0.0517,1.03e-06,0.941,0.215,0.223,117.135,grindcore
Full Of Hell,Pisces Legs,0.118,0.789,0,-5.003,0.05,1.51e-06,0.814,0.394,0.416,157.836,grindcore
Napalm Death,It Failed to Explode,0.199,0.995,4,-4.287,0.199,1.52e-06,0.699,0.0757,0.0614,107.021,grindcore
Mortician,Hacked Up for Barbeque,0.128,0.676,11,-12.238,0.0537,0.000724,0.958,0.184,0.137,86.563,grindcore
Wormrot,Behind Closed Doors,0.278,0.946,1,-4.901,0.143,1.9e-05,0.141,0.698,0.199,107.922,grindcore
Painkiller,Tortured Souls,0.241,0.657,4,-10.225,0.0826,0.000458,0.7,0.49,0.19,118.585,grindcore
The Berzerker,Failure,0.359,0.988,11,-4.426,0.223,3.04e-05,0.929,0.444,0.0323,124.867,grindcore
Make Them Die Slowly,Demoni,0.355,0.884,7,-5.627,0.0537,1.25e-05,0.897,0.0696,0.32,150.001,grindcore
Japanische Kampfhörspiele,Verrat am Metal,0.322,0.817,1,-6.957,0.201,0.000391,0.222,0.256,0.0769,106.878,grindcore
Antigama,The Howler,0.171,0.988,9,-5.364,0.133,2.77e-06,0.868,0.303,0.487,121.961,grindcore
No/Más,Hypothermia,0.263,0.97,7,-3.764,0.199,1.01e-05,0.564,0.329,0.147,124.835,grindcore
Wormrot,Loathsome Delusions,0.28,0.998,10,-2.14,0.214,0.0157,0.877,0.197,0.0305,83.755,grindcore
No/Más,Rabia,0.379,0.975,7,-3.457,0.166,6.45e-06,0.86,0.288,0.389,118.673,grindcore
No/Más,Ciego,0.246,0.985,9,-3.361,0.227,4.99e-06,0.479,0.316,0.219,150.492,grindcore
Narcosis,Destino,0.256,0.826,5,-7.049,0.0515,0.0978,0.0386,0.0571,0.0786,136.783,grindcore
Unholy Grave,Confession,0.304,0.959,3,-8.706,0.0829,0.232,0.974,0.826,0.0623,101.764,grindcore
Phobia,Savannah's Assault,0.268,0.995,1,-2.702,0.11,2.07e-05,0.974,0.248,0.0724,123.248,grindcore
Wormrot,Breed to Breed,0.258,0.997,10,-2.232,0.172,0.0155,0.923,0.063,0.0384,144.004,grindcore
disrupt,Critics,0.327,0.921,8,-5.835,0.249,0.0019,0.0,0.312,0.231,160.163,grindcore
disrupt,Solidarity,0.192,0.989,2,-3.119,0.191,2.57e-06,3.9e-06,0.243,0.274,179.72,grindcore
Lack Of Interest,What's Up,0.318,0.826,4,-7.005,0.0556,3.29e-06,0.00278,0.135,0.78,91.272,grindcore
disrupt,Crusade,0.308,0.997,5,-4.713,0.131,8.56e-06,0.000618,0.253,0.183,105.595,grindcore
disrupt,Same Old Shit,0.242,0.991,0,-3.621,0.0988,1.24e-06,3.3e-06,0.0398,0.0384,86.644,grindcore
Phobia,Selfish Minds,0.298,0.974,1,-6.741,0.321,0.000203,0.63,0.13,0.106,123.899,grindcore
The Berzerker,Compromise,0.303,0.971,6,-4.53,0.212,5.46e-06,0.563,0.336,0.0635,113.75,grindcore
Afgrund,Pact of perfection,0.329,0.988,1,-5.074,0.14,2.16e-06,0.685,0.215,0.267,114.817,grindcore
Apartment 213,On Her 1st Birthday,0.31,0.678,6,-13.288,0.0997,0.0002,0.000796,0.41,0.677,103.314,grindcore
disrupt,Pigs Suck,0.282,0.917,6,-6.262,0.11,0.000219,0.0012,0.207,0.312,143.484,grindcore
disrupt,Green to Grey,0.3,0.963,1,-4.443,0.16,1.2e-05,0.00274,0.358,0.437,115.477,grindcore
Insult,Stay Out,0.345,0.984,6,-8.208,0.442,0.00393,0.911,0.214,0.0377,121.285,grindcore
Human Remains,Chewed Up and Spit Out,0.228,0.954,11,-4.264,0.192,5.74e-06,0.135,0.0856,0.239,93.682,grindcore
Wormrot,Scum Infestation and Last Song,0.165,0.997,9,-1.8,0.236,0.00222,0.857,0.222,0.0383,95.92,grindcore
Lack Of Interest,You Hate You,0.379,0.824,5,-6.623,0.272,8.83e-05,0.000199,0.245,0.644,129.718,grindcore
disrupt,Another Angle on Angling,0.346,0.997,3,-4.929,0.159,1.88e-06,5.37e-06,0.364,0.16,113.137,grindcore
Insult,The Truth,0.295,0.97,11,-6.981,0.304,0.00136,0.359,0.151,0.137,134.403,grindcore
Sportlov,Dimma Över Mångsbodarna,0.149,0.802,11,-6.998,0.0821,1.94e-05,0.00583,0.267,0.17,170.907,grindcore
The Tony Danza Tapdance Extravaganza,Carroll 14 Wossman 7,0.339,0.983,2,-5.027,0.12,1.19e-05,0.498,0.0644,0.0652,140.144,grindcore
disrupt,Lack Of Intelligence,0.433,0.992,1,-3.985,0.0947,2.14e-05,0.0,0.345,0.602,118.859,grindcore
The Tony Danza Tapdance Extravaganza,You Gonna Buy the Beers or the Whole Damn Bar,0.198,0.989,10,-5.037,0.125,5.33e-05,0.00322,0.379,0.0714,101.198,grindcore
Lack Of Interest,Alone Once Again,0.389,0.781,1,-5.876,0.162,1.56e-05,0.00555,0.189,0.816,96.196,grindcore
disrupt,Victims Of Tradition,0.37,0.992,8,-4.788,0.143,7.05e-06,4.54e-06,0.301,0.308,113.49,grindcore
Carcass,Suppuration,0.173,0.894,4,-8.454,0.0784,0.0224,0.963,0.249,0.077,106.559,grindcore
The Tony Danza Tapdance Extravaganza,Bill Dance Lands the Big One,0.22,0.973,1,-7.247,0.0906,3.6e-06,0.895,0.0861,0.126,82.508,grindcore
The Tony Danza Tapdance Extravaganza,Bringin' It Straight from Alabama,0.279,0.965,8,-7.875,0.12,1.9e-06,0.909,0.353,0.0771,136.92,grindcore
Carcass,Dont Believe a Word,0.384,0.698,7,-12.67,0.0482,4.98e-05,0.0113,0.0882,0.134,149.421,grindcore
Carcass,Zochrot,0.365,0.971,7,-4.223,0.0755,1.69e-05,0.124,0.239,0.328,93.683,grindcore
Carcass,Mount of Execution,0.276,0.98,4,-5.422,0.115,2.21e-05,0.0947,0.0799,0.132,135.219,grindcore
Carcass,Under the Scalpel Blade,0.367,0.93,0,-6.648,0.0648,9.9e-05,0.0101,0.311,0.426,87.514,grindcore
The Tony Danza Tapdance Extravaganza,Big Puns Not Dead Because I Just Saw Him at Krispy Kreme,0.435,0.957,8,-7.971,0.301,0.00322,0.477,0.204,0.0873,125.93,grindcore
Carcass,Noncompliance to Astm F899-12 Standard,0.248,0.991,7,-4.289,0.188,8.18e-06,0.0878,0.0255,0.104,92.406,grindcore
Carcass,316L Grade Surgical Steel,0.252,0.981,6,-4.723,0.0979,3.57e-06,0.0104,0.111,0.274,96.371,grindcore
Carcass,The Master Butcher's Apron,0.304,0.991,0,-4.726,0.107,4.03e-06,0.0195,0.0411,0.369,97.802,grindcore
Carcass,Rot 'N' Roll - Radio 1 Rock Show Session,0.391,0.829,9,-9.236,0.0617,5.12e-06,0.00823,0.256,0.455,109.748,grindcore
Nasum,The Black Swarm,0.232,0.941,2,-6.216,0.117,1.1e-06,0.873,0.14,0.192,105.75,grindcore
Ed Gein,... And By Best I Mean Worst,0.372,0.653,5,-7.562,0.0414,0.176,0.000129,0.229,0.308,90.03,grindcore
Impaled,Introduction,0.454,0.678,7,-8.708,0.052,0.15,0.285,0.443,0.102,101.37,grindcore
Antigama,Room 7,0.318,0.984,5,-5.157,0.146,5.99e-06,0.0527,0.455,0.0718,116.3,grindcore
Gadget,Requiem,0.201,0.888,3,-6.474,0.072,2.72e-06,0.853,0.378,0.0783,134.763,grindcore
Gadget,The Great Destroyer,0.331,0.994,3,-4.89,0.125,1.24e-06,0.23,0.356,0.0794,122.67,grindcore
Nasum,Parting Is Such Sweet Sorrow,0.292,0.958,4,-6.723,0.179,1.18e-05,0.292,0.0633,0.316,129.899,grindcore
Ed Gein,A Conflict of Interest,0.205,0.975,8,-2.621,0.0856,2.23e-06,0.00733,0.374,0.118,81.328,grindcore
Discordance Axis,Jouhou,0.298,0.984,2,-9.617,0.0702,0.000749,0.263,0.235,0.0322,141.269,grindcore
Discordance Axis,Typeface,0.272,0.987,6,-9.284,0.126,2.1e-05,0.934,0.175,0.0461,140.142,grindcore
Gadget,The 02666 Heritage,0.309,0.986,0,-5.062,0.163,1.02e-06,0.545,0.287,0.178,117.164,grindcore
Antigama,Hindrance,0.356,0.986,7,-5.315,0.0918,1.39e-06,0.267,0.0328,0.176,75.05,grindcore
Nasum,Illogic,0.284,0.976,1,-5.66,0.166,3.02e-06,0.318,0.0745,0.126,109.664,grindcore
Antigama,Muteness,0.423,0.961,6,-5.753,0.157,2.85e-06,0.69,0.0685,0.299,117.959,grindcore
Iron Lung,The Psychology of Quarantine,0.287,0.99,1,-9.138,0.0495,0.0133,0.00162,0.134,0.0274,84.921,grindcore
Flesh Parade,Worthless,0.389,0.944,10,-7.128,0.0817,0.000482,0.799,0.218,0.252,114.158,grindcore
Nasum,Worst Case Scenario,0.267,0.751,10,-6.596,0.138,5.05e-06,0.874,0.0514,0.211,165.614,grindcore
Manger Cadavre?,Profetas da Submissão,0.167,0.89,7,-4.539,0.0736,7.67e-05,0.00802,0.119,0.321,170.467,grindcore
Manger Cadavre?,Miseráveis,0.107,0.928,11,-5.486,0.0938,5.39e-05,0.0923,0.127,0.284,166.357,grindcore
Sex Prisoner,Lullaby,0.394,0.527,4,-9.964,0.0415,0.127,0.889,0.267,0.567,117.675,grindcore
Impetigo,Mortuaria,0.208,0.95,8,-5.686,0.234,0.00402,0.589,0.187,0.0935,149.48,grindcore
Discordance Axis,"Flow My Tears, the Policeman Said",0.295,0.993,6,-10.535,0.0936,0.00103,0.543,0.328,0.0379,102.368,grindcore
Discordance Axis,Rain Perimeter,0.359,0.959,6,-10.349,0.0875,5.1e-06,0.705,0.411,0.0915,116.017,grindcore
Fuck On the Beach,Broken Black Hole,0.2,0.965,7,-1.958,0.0845,5.61e-06,0.922,0.0941,0.495,95.626,grindcore
Desalmado,Bridges to a New Dawn,0.368,0.987,7,-5.723,0.184,7.13e-05,0.646,0.133,0.0395,136.876,grindcore
Gadget,Violent Hours (For a Veiled Awakening),0.433,0.979,6,-5.373,0.137,1.36e-06,0.0404,0.527,0.343,127.51,grindcore
Regurgitate,Testicular Trauma,0.248,0.992,5,-3.821,0.115,2.14e-06,0.91,0.0775,0.0771,109.609,grindcore
Sex Prisoner,Trichotillomania,0.272,0.758,7,-6.036,0.109,3.12e-05,0.137,0.116,0.299,128.186,grindcore
Impetigo,Unadulterated Brutality,0.253,0.95,7,-4.802,0.502,0.0152,0.000172,0.357,0.321,76.201,grindcore
Iron Lung,Nothing,0.215,0.889,5,-7.689,0.195,0.00604,0.806,0.386,0.207,100.133,grindcore
Ed Gein,Beating a Dead Horse,0.232,0.962,8,-4.126,0.0965,4.16e-06,0.00019,0.343,0.339,165.59,grindcore
Man Is The Bastard,Tyke,0.321,0.953,0,-12.047,0.143,0.00375,0.876,0.14,0.0445,118.265,grindcore
Sex Prisoner,Soft Skin,0.212,0.962,7,-5.798,0.185,0.000107,0.664,0.071,0.214,77.548,grindcore
Sex Prisoner,Delocated,0.411,0.967,11,-5.025,0.151,1.01e-05,0.794,0.479,0.369,99.442,grindcore
Desalmado,Preço da Liberdade,0.315,0.944,7,-6.03,0.0666,3.05e-05,0.000278,0.277,0.363,82.26,grindcore
Capitalist Casualties,Downtown,0.343,0.823,1,-12.37,0.0543,4.93e-06,0.329,0.298,0.86,131.384,grindcore
Circle Of Dead Children,When Human Compost Stains All Earth And Repels The Messengers Of Love,0.268,0.931,11,-6.549,0.134,3.34e-06,0.834,0.231,0.252,119.153,grindcore
Japanische Kampfhörspiele,Rauchen und Yoga,0.449,0.995,1,-3.096,0.152,6.33e-05,0.417,0.39,0.367,100.032,grindcore
Man Is The Bastard,(Tony Williams) Strifetime,0.422,0.977,9,-4.01,0.11,6.36e-05,1.28e-05,0.0698,0.0984,104.815,grindcore
The Arson Project,Buried in Concrete,0.31,0.996,11,-3.974,0.21,2.82e-06,0.626,0.424,0.0701,113.636,grindcore
Discordance Axis,"Come Apart Together, Come Together Alone",0.228,0.983,6,-11.534,0.0729,7.37e-05,0.861,0.136,0.0364,106.6,grindcore
Sex Prisoner,Kept in a Position of Power,0.257,0.968,7,-5.979,0.102,0.00183,0.286,0.212,0.163,76.969,grindcore
Iron Lung,Care for the Machine,0.223,0.993,5,-5.394,0.33,0.00019,0.628,0.166,0.0432,145.405,grindcore
Fuck On the Beach,Innocent Yourself,0.241,0.986,10,-1.487,0.119,1.61e-06,0.934,0.0761,0.191,101.601,grindcore
Milking the Goatmachine,Beware of the Wolf,0.508,0.957,6,-4.749,0.0605,0.0113,0.22,0.609,0.466,104.936,grindcore
Aborted,Sea Of Cartilage,0.215,0.993,7,-3.679,0.174,3.11e-06,0.849,0.336,0.0396,108.108,grindcore
Milking the Goatmachine,Milk Me up Before I Go Go,0.358,0.986,2,-4.191,0.127,0.000325,0.886,0.312,0.248,140.038,grindcore
Milking the Goatmachine,Stallzeit,0.555,0.941,9,-5.377,0.154,0.00178,0.000105,0.0963,0.159,81.015,grindcore
Milking the Goatmachine,Piccolo im Streichelzoo,0.246,0.951,1,-9.268,0.0945,0.00258,0.958,0.602,0.15,94.186,grindcore
Pascal Letoublon,Friendships,0.726,0.78,11,-6.312,0.0414,0.137,0.914,0.0985,0.0742,119.984,groove
Pascal Letoublon;Leony,Friendships (Lost My Love),0.787,0.828,11,-3.579,0.0297,0.106,0.000605,0.105,0.544,119.953,groove
Pascal Letoublon;Gabry Ponte;Leony,Friendships (Lost My Love) - Gabry Ponte Remix,0.715,0.87,7,-6.59,0.0443,0.00482,0.0017,0.161,0.542,125.988,groove
Five Finger Death Punch,Wrong Side of Heaven,0.481,0.932,4,-4.592,0.083,0.00721,0.0,0.337,0.543,149.992,groove
Lamb of God,Walk with Me In Hell,0.286,0.982,0,-3.828,0.131,3.39e-05,0.00675,0.309,0.118,110.629,groove
Lamb of God,Redneck,0.512,0.996,2,-2.1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,groove
Fear Factory,Body Hammer,0.468,0.946,8,-6.635,0.0772,1.65e-05,0.0155,0.0987,0.362,81.961,groove
Pascal Junior,Holdin' On,0.816,0.543,7,-8.495,0.0468,0.205,0.00322,0.104,0.189,122.029,groove
Dj Vianu,Back to You,0.635,0.735,10,-7.037,0.0421,0.02,0.0404,0.108,0.333,110.011,groove
Lamb of God,Ghost Walking,0.511,0.992,1,-3.359,0.163,0.000328,1.55e-05,0.299,0.35,129.921,groove
Lamb of God,Memento Mori,0.538,0.984,2,-4.589,0.0992,0.000149,0.787,0.127,0.0494,123.008,groove
Max Fane,Reflection of My Dreams,0.646,0.649,4,-10.764,0.0515,0.0547,0.43,0.123,0.362,117.875,groove
Lamb of God,Ditch,0.506,0.959,0,-4.853,0.0966,0.000392,0.339,0.481,0.434,149.842,groove
Pete Bellis & Tommy;Marc Philippe,Treat Me Right - Marc Philippe Remix,0.776,0.627,3,-5.394,0.048,0.306,0.00435,0.106,0.578,121.923,groove
Five Finger Death Punch,Bad Company,0.557,0.886,11,-4.196,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,groove
Mastodon,Blood and Thunder,0.364,0.935,2,-6.548,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,groove
Pantera,Domination,0.372,0.888,2,-5.88,0.0943,0.000211,0.00442,0.115,0.555,141.374,groove
Lamb of God,Omerta,0.413,0.982,6,-4.079,0.201,0.00242,0.00112,0.323,0.155,118.504,groove
Five Finger Death Punch,A Little Bit Off,0.664,0.828,0,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,groove
Five Finger Death Punch,Welcome To The Circus,0.489,0.987,11,-4.57,0.0806,7.62e-05,0.0,0.788,0.297,139.982,groove
Sync 3;Ericka Nascimento,Consagração,0.406,0.0987,5,-16.91,0.0365,0.796,0.0,0.25,0.199,98.258,groove
Jefte Santos,Pra Ficar Com Deus,0.646,0.82,0,-5.724,0.0425,0.00536,0.0,0.426,0.837,95.974,groove
Jéssica Augusto,Aviva-Me - Ao Vivo,0.41,0.743,1,-5.636,0.0397,0.00274,0.0,0.317,0.129,89.913,groove
Jéssica Augusto,És o Maior - Ao Vivo,0.306,0.621,5,-7.402,0.0387,0.0163,1.16e-05,0.139,0.157,107.508,groove
Luciano Claw,Creio Que Tu És a Cura,0.452,0.659,9,-4.692,0.0349,0.582,0.0,0.0631,0.508,150.056,groove
Sarah Oliveira;Nívea Soares;BRAVE,Até Transbordar - Ao Vivo,0.42,0.452,3,-9.815,0.0356,0.658,0.0019,0.165,0.212,136.825,groove
Purples,Teu melhor,0.413,0.446,1,-6.476,0.0326,0.261,0.0,0.0975,0.257,143.485,groove
Jefte Santos,Ele Continua Sendo Deus,0.599,0.414,9,-7.249,0.0339,0.214,0.0,0.322,0.259,121.766,groove
Static-X,The Only,0.428,0.979,1,-2.929,0.225,7.04e-05,0.0,0.129,0.292,104.84,groove
Costa Mee,Around This World,0.742,0.688,9,-5.123,0.0389,0.0132,0.636,0.0668,0.479,112.013,groove
Lamb of God,512,0.344,0.971,1,-4.638,0.106,1.6e-05,0.0806,0.0893,0.108,192.117,groove
Five Finger Death Punch,Far From Home,0.464,0.688,11,-5.352,0.0298,0.00149,3.85e-06,0.169,0.228,137.882,groove
Lamb of God,Gomorrah,0.483,0.99,8,-4.508,0.112,0.00176,0.000958,0.183,0.232,147.111,groove
Lamb of God,Ill Designs,0.436,0.989,4,-4.355,0.0974,7.42e-05,0.00367,0.401,0.121,113.764,groove
Lamb of God,To The Grave,0.352,0.952,2,-5.435,0.138,0.00133,0.419,0.273,0.484,197.803,groove
Pascal Letoublon,Feelings Undercover,0.728,0.845,4,-5.279,0.0317,0.317,0.00364,0.11,0.539,120.006,groove
Five Finger Death Punch,Jekyll and Hyde,0.537,0.964,9,-4.157,0.113,0.000599,1.14e-05,0.0564,0.712,155.017,groove
Five Finger Death Punch,Wash It All Away,0.485,0.987,4,-3.1,0.0738,2.08e-05,0.0,0.267,0.272,123.576,groove
Lamb of God,Vanishing,0.533,0.983,5,-5.175,0.107,9.47e-05,0.49,0.136,0.12,122.011,groove
Lamb of God,September Song,0.288,0.978,7,-5.018,0.106,0.000368,0.351,0.0441,0.143,111.583,groove
Lamb of God,Omens,0.465,0.986,2,-5.551,0.0803,0.00024,0.102,0.37,0.261,95.518,groove
Soulfly,Bastard,0.27,0.963,6,-4.584,0.117,0.00678,0.0209,0.0828,0.186,94.832,groove
Lamb of God,Nevermore,0.496,0.988,4,-4.409,0.11,8.33e-05,0.323,0.155,0.199,102.005,groove
Pantera,I'm Broken,0.419,0.878,7,-6.352,0.0553,0.000594,0.559,0.139,0.666,147.385,groove
Talita Barreto,Descansar em Ti,0.764,0.291,4,-11.116,0.0367,0.858,0.0,0.111,0.263,130.02,groove
Leidy Murilho,Te Vejo Lá,0.748,0.778,5,-5.744,0.0421,0.0693,8.12e-05,0.0962,0.662,125.064,groove
Jefte Santos,Vê Se Vigia,0.754,0.814,1,-7.555,0.0627,0.0975,0.0,0.162,0.906,99.975,groove
Kemuel,O Teu Amor - Acústico,0.458,0.23,6,-10.374,0.0291,0.684,0.0,0.151,0.321,135.996,groove
Coral Voice Soul,Como Posso Viver,0.304,0.579,1,-6.845,0.0355,0.0759,1.29e-06,0.394,0.145,160.048,groove
Kemuel,Ele Vem,0.418,0.45,7,-6.942,0.0292,0.75,0.0,0.13,0.193,155.053,groove
Kemuel,Ressuscitou (Resurrecting) [Kemuel Nation],0.413,0.509,1,-8.439,0.0292,0.326,0.0,0.116,0.222,148.055,groove
Leidy Murilho,Filho - Acústico,0.687,0.412,9,-8.491,0.226,0.802,0.0,0.118,0.555,67.123,groove
Samuel Mizrahy;Nívea Soares,Jesus Te Amamos (feat. Nívea Soares),0.463,0.308,3,-9.09,0.0328,0.481,9.78e-06,0.112,0.118,116.068,groove
Purples,meu lugar,0.623,0.826,5,-5.206,0.0293,0.0052,1.11e-05,0.357,0.462,121.988,groove
Talita Barreto,Vida Leve,0.605,0.495,9,-8.534,0.0363,0.295,0.0,0.0868,0.546,163.851,groove
